yyyymm,r2_std_cs,r2_wtd_cs,r2_std_zero,r2_wtd_zero
202307,-0.1367453885008718,-0.17654002531637092,-0.018916778958103952,-0.0631361861658386
202308,-0.17164417781175811,-0.8127070181648746,-0.022242914438890038,-0.11115335966211592
202309,-0.11871300800776807,-0.4014555178373507,-0.008777433553959213,-0.05669471254790781
202310,-0.08393337219378272,-0.6570117918381926,0.008420905783556032,0.0533241082148046
202311,-0.08716036512133951,-0.22239690899916753,0.018502357063106656,0.07666090076954502
202312,-0.022294048098054242,-0.0012587521389397782,-0.00016085033804147386,-0.008639342227788616
202401,-0.022483166702234936,-0.12589456948477706,0.005534209631627873,0.0553137363636137
202402,-0.004930662772146599,-0.034802781646351644,0.005685244879058415,0.04277490493460423
202403,-0.1223420093832015,-0.5597077013203864,-0.011863678165275893,-0.06158649750768719
202404,-0.00041019283922127947,-0.11172189019179313,0.007135767705323759,0.053930375598220226
202405,-0.01737834831313556,0.20607767300856328,0.0027711526543294784,0.020329760318359757
202406,-0.04313731780040664,0.15756663688892292,0.00877009084338587,0.006580613254699941
202407,-0.01179243795141205,0.057614854117966074,0.0015008277046140162,0.021972282297793688
202408,0.00812149141871854,-0.013189686823986024,0.010856278786361306,0.039071072765883175
202409,-0.001572286174390758,-0.036681829755654594,-0.0014167273664469349,-0.029985220380793542
202410,-0.030387794379577615,-0.23608512712834107,-0.0005203249601040127,0.00029362094703311303
202411,-0.0069071214966349714,-0.0683802674341949,-0.004037343655819647,-0.013994823600108175
